CustomerID,Total_Spend,Frequency,Total_Items,Unique_Products,Avg_Basket_Value,Churn
12635,1509.18,2,1162,95,754.59,1
12637,5496.9,7,2833,175,785.2714285714285,0
12639,366.1,1,198,21,366.1,1
12640,674.59,1,241,41,674.59,0
12641,145.9,1,71,9,145.9,1
12642,330.45,1,275,23,330.45,0
12643,3041.64,6,1788,10,506.94,1
12644,477.91,1,325,31,477.91,1
12645,1220.8600000000001,3,820,51,406.9533333333334,0
12647,2915.67,11,1272,76,265.0609090909091,0
12648,300.05,1,159,20,300.05,1
12649,569.51,3,583,27,189.83666666666667,1
12651,114.0,1,78,9,114.0,1
12652,793.98,1,498,47,793.98,1
12653,2209.85,2,919,37,1104.925,1
12654,301.75,3,149,18,100.58333333333333,0
12656,3105.42,4,1528,70,776.355,0
12657,546.44,1,255,27,546.44,0
12662,2437.66,7,1388,95,348.2371428571428,0
12664,2037.0800000000002,4,572,9,509.27000000000004,0
12665,45.0,1,36,2,45.0,1
12668,2438.4700000000003,3,1307,103,812.8233333333334,0
12669,1427.73,2,1104,96,713.865,1
12670,1490.47,3,753,39,496.8233333333333,0
12672,225.89999999999998,1,78,10,225.89999999999998,1
12673,220.9,1,171,23,220.9,0
12674,1312.0,3,782,41,437.3333333333333,0
12676,838.0500000000001,4,490,20,209.51250000000002,0
12678,7968.5,8,5663,79,996.0625,0
12679,874.7,3,473,42,291.56666666666666,0
12680,541.36,3,334,28,180.45333333333335,0
12681,9667.12,16,5843,223,604.195,0
12682,7935.21,22,3825,164,360.69136363636363,0
12683,5956.19,12,3943,163,496.34916666666663,0
12684,1241.48,3,1266,35,413.82666666666665,0
12685,1667.02,3,1020,89,555.6733333333333,0
12686,71.14,1,106,6,71.14,1
12688,4873.8099999999995,1,3028,171,4873.8099999999995,1
12689,475.03,1,279,33,475.03,0
12690,335.01,1,103,15,335.01,1
12691,484.3,3,194,15,161.43333333333334,0
12693,711.91,4,247,34,177.9775,1
12694,385.5,1,320,19,385.5,0
12695,333.90000000000003,2,172,17,166.95000000000002,0
12697,573.91,2,355,26,286.955,0
12700,1951.05,2,1365,109,975.525,0
12701,725.71,2,674,49,362.855,1
12703,265.55,1,163,20,265.55,1
12704,1066.47,4,596,50,266.6175,0
12705,4681.14,5,3042,190,936.2280000000001,0
12707,603.42,1,256,33,603.42,1
12708,2165.14,8,1141,80,270.6425,0
12709,7755.62,12,3137,89,646.3016666666666,0
12710,1023.02,3,844,74,341.00666666666666,1
12712,3499.08,11,920,53,318.0981818181818,0
12714,3065.7,4,2240,166,766.425,0
12715,263.36,1,190,19,263.36,1
12716,623.9,1,500,44,623.9,0
12717,830.98,2,502,48,415.49,1
12718,202.25,1,201,18,202.25,1
12720,3414.32,18,3165,168,189.68444444444447,0
12721,1825.81,5,1538,105,365.162,0
12722,979.63,4,565,49,244.9075,1
12724,733.1700000000001,3,365,40,244.39000000000001,0
12725,371.8,1,162,23,371.8,1
12726,1680.6399999999999,6,2372,48,280.1066666666666,0
12727,2869.7,6,1730,90,478.2833333333333,0
12728,728.33,4,413,37,182.0825,1
12729,417.01,1,231,25,417.01,1
12731,13558.15,9,6491,97,1506.461111111111,0
12732,218.26000000000002,1,110,11,218.26000000000002,1
12733,383.95,1,137,22,383.95,1
12734,110.39999999999999,1,88,4,110.39999999999999,1
12735,689.5699999999999,2,363,37,344.78499999999997,1
12736,144.0,1,168,3,144.0,1
12738,137.35,1,147,10,137.35,1
12739,975.54,1,485,37,975.54,1
12743,540.13,2,315,114,270.065,1
12744,8121.13,3,4635,162,2707.0433333333335,0
12747,2769.4,8,862,34,346.175,0
12748,17387.42,136,12418,1276,127.84867647058822,0
12749,2755.23,3,1080,113,918.41,0
12750,275.88,1,137,15,275.88,1
12752,4366.78,1,2262,53,4366.78,1
12753,16620.91,5,9211,114,3324.182,0
12754,3010.74,3,6481,49,1003.5799999999999,1
12755,3811.95,2,1491,4,1905.975,1
12756,112.07999999999998,1,144,4,112.07999999999998,1
12757,1681.68,3,914,88,560.5600000000001,0
12758,2791.59,2,2135,84,1395.795,1
12759,1007.52,2,625,59,503.76,0
12763,494.08,2,316,16,247.04,1
12764,1693.88,1,386,45,1693.88,1
12766,4532.1900000000005,5,2480,160,906.4380000000001,0
12769,1143.6,1,356,32,1143.6,1
12770,1351.45,1,743,12,1351.45,1
12775,1074.68,4,734,35,268.67,0
12778,432.06,4,454,24,108.015,0
12779,2999.41,7,1385,68,428.4871428571428,0
12781,549.26,1,346,15,549.26,0
12782,1714.67,4,945,72,428.6675,0
12783,283.02,1,174,17,283.02,0
12785,255.95,1,129,13,255.95,1
12787,314.65999999999997,2,208,14,157.32999999999998,0
12790,294.92,1,164,20,294.92,1
12791,177.60000000000002,1,96,1,177.60000000000002,1
12792,344.53999999999996,1,215,24,344.53999999999996,1
12793,461.48,2,292,20,230.74,1
12794,317.0,1,227,20,317.0,0
12797,226.03,1,117,12,226.03,1
12798,1607.04,1,2256,6,1607.04,0
12802,397.58,1,312,24,397.58,1
12808,253.35,2,107,15,126.675,0
12809,405.31,1,217,24,405.31,1
12811,458.85,2,227,26,229.425,1
12814,85.92,1,48,1,85.92,1
12815,863.46,2,374,37,431.73,1
12816,452.20000000000005,2,125,26,226.10000000000002,1
12817,126.03999999999999,1,52,3,126.03999999999999,1
12818,1182.0800000000002,1,920,13,1182.0800000000002,1
12820,388.23,2,363,25,194.115,0
12821,92.72,1,70,6,92.72,1
12822,690.9,1,424,37,690.9,0
12823,1759.5,5,230,1,351.9,1
12826,1052.6200000000001,5,854,54,210.52400000000003,0
12828,415.51,3,157,23,138.50333333333333,0
12829,293.0,2,376,9,146.5,1
12830,6414.32,5,8696,13,1282.864,0
12831,215.05,1,135,9,215.05,1
12832,267.8,1,132,18,267.8,0
12833,417.38,1,156,24,417.38,1
12834,312.38,1,110,18,312.38,1
12836,2112.53,3,858,110,704.1766666666667,0
12837,134.1,1,24,12,134.1,1
12838,390.79,1,228,59,390.79,0
12839,3376.05,10,2276,75,337.605,0
12840,2726.77,4,1511,67,681.6925,1
12841,3045.78,18,1975,178,169.21,0
12842,310.73,1,157,14,310.73,0
12843,1692.31,7,780,68,241.75857142857143,0
12844,174.88,1,77,27,174.88,0
12845,354.09,4,204,26,88.5225,1
12849,651.2099999999999,1,471,32,651.2099999999999,0
12851,131.81,1,106,43,131.81,1
12852,311.55,1,149,17,311.55,1
12853,1957.1000000000001,6,800,66,326.18333333333334,1
12854,1316.25,3,626,95,438.75,1
12855,38.1,1,30,3,38.1,1
12857,1106.4,2,343,37,553.2,1
12864,147.12,1,216,3,147.12,1
12865,981.38,1,550,58,981.38,0
12866,499.12,1,167,25,499.12,1
12867,3015.96,6,3366,206,502.66,0
12868,1607.0600000000002,6,928,72,267.84333333333336,1
12871,380.64,2,200,8,190.32,1
12872,599.97,2,319,58,299.985,1
12873,374.0,1,128,4,374.0,1
12875,343.2300000000001,2,2019,1,171.61500000000004,1
12876,666.43,1,647,33,666.43,0
12877,1160.3700000000001,10,822,44,116.037,0
12878,854.99,2,547,38,427.495,1
12879,507.7,2,202,4,253.85,0
12881,298.0,1,21,7,298.0,1
12883,291.63,1,68,19,291.63,0
12884,309.05,1,43,7,309.05,1
12885,645.35,1,346,39,645.35,0
12886,775.0,1,416,47,775.0,0
12888,354.12,2,76,4,177.06,1
12891,331.0,3,950,2,110.33333333333333,1
12895,267.8,1,142,16,267.8,0
12897,216.5,2,110,3,108.25,1
12901,13159.27,20,14208,29,657.9635000000001,0
12902,138.68,1,66,10,138.68,1
12904,244.69,1,165,32,244.69,0
12906,1936.5900000000001,2,1163,47,968.2950000000001,0
12908,750.0,2,1200,1,375.0,1
12909,1857.35,4,1036,74,464.3375,0
12910,2050.18,5,1286,43,410.03599999999994,0
12913,866.39,3,345,12,288.7966666666667,0
12915,363.65,2,93,19,181.825,1
12916,2944.95,4,1083,53,736.2375,1
12917,594.0,1,120,2,594.0,1
12919,441.65,3,203,12,147.21666666666667,0
12921,11395.98,27,6724,192,422.0733333333333,0
12922,405.38,1,370,28,405.38,1
12924,925.75,4,480,21,231.4375,1
12925,368.31,1,258,23,368.31,0
12928,1136.14,3,690,42,378.71333333333337,0
12929,117.85,1,37,8,117.85,1
12930,415.8,2,252,20,207.9,1
12931,32530.7,11,21384,27,2957.336363636364,0
12933,357.49,2,378,48,178.745,0
12935,1535.34,4,1268,58,383.835,0
12936,798.46,1,434,33,798.46,0
12937,826.44,3,521,42,275.48,0
12939,9036.12,6,3700,21,1506.0200000000002,0
12940,361.27,1,95,19,361.27,0
12942,675.6,3,198,68,225.20000000000002,1
12944,286.95,1,145,14,286.95,0
12945,462.95,1,165,23,462.95,1
12947,1603.99,6,1165,83,267.33166666666665,1
12948,1423.96,4,799,64,355.99,0
12949,3449.42,7,2048,144,492.7742857142857,0
12951,751.78,5,331,39,150.356,0
12952,731.54,1,408,41,731.54,0
12955,1843.36,6,1526,42,307.22666666666663,0
12956,108.07,1,34,19,108.07,1
12957,2640.7200000000003,6,1713,146,440.12000000000006,0
12962,170.54000000000002,1,78,11,170.54000000000002,0
12963,619.71,2,310,28,309.855,0
12965,769.8100000000001,1,282,108,769.8100000000001,1
12967,1660.9,2,438,19,830.45,1
12968,135.95,1,73,5,135.95,1
12970,23.8,2,8,8,11.9,0
12971,8653.8,67,6692,82,129.16119402985075,0
12974,144.8,1,24,8,144.8,1
12976,738.6,1,561,22,738.6,1
12977,39.239999999999995,1,12,9,39.239999999999995,1
12980,7374.900000000001,9,886,6,819.4333333333334,1
12981,187.18,1,134,11,187.18,0
12982,390.54,1,288,28,390.54,1
12987,558.7,2,219,27,279.35,1
12988,505.82,1,126,75,505.82,1
12989,5107.06,9,2394,14,567.4511111111111,0
12990,263.9,2,130,5,131.95,0
12991,303.56,1,361,22,303.56,0
12993,372.4,3,204,23,124.13333333333333,0
12994,645.47,2,303,38,322.735,0
12995,211.32,1,108,3,211.32,1
12997,916.39,3,470,41,305.4633333333333,0
12999,455.88,3,342,25,151.96,1
13000,534.85,3,379,30,178.28333333333333,1
13001,8582.57,11,4864,154,780.2336363636364,0
13002,120.94999999999999,1,73,7,120.94999999999999,1
13003,149.05,3,103,4,49.68333333333334,1
13004,4125.3,13,3701,214,317.33076923076925,0
13005,513.7,2,172,21,256.85,1
13008,229.46999999999997,1,175,14,229.46999999999997,1
13011,50.550000000000004,1,13,3,50.550000000000004,1
13012,1190.8400000000001,5,602,52,238.16800000000003,0
13013,3686.09,9,1758,137,409.5655555555556,0
13014,2421.63,6,716,58,403.605,0
13015,1763.04,4,705,80,440.76,0
13016,789.89,3,527,39,263.2966666666667,1
13018,5678.17,21,4260,261,270.38904761904763,0
13021,1152.47,4,527,48,288.1175,0
13023,291.40000000000003,1,156,19,291.40000000000003,0
13026,604.2,3,900,13,201.4,0
13027,6912.0,6,17280,6,1152.0,1
13029,773.1999999999999,2,92,6,386.59999999999997,0
13030,402.36,1,174,50,402.36,0
13032,496.3,1,175,44,496.3,0
13033,190.55,1,83,11,190.55,1
13034,165.86,1,116,11,165.86,0
13035,921.88,2,644,23,460.94,1
13037,881.07,3,431,44,293.69,1
13038,908.46,3,360,24,302.82,1
13043,516.42,1,254,13,516.42,1
13044,560.47,1,429,33,560.47,1
13045,305.28000000000003,1,221,18,305.28000000000003,1
13046,197.72,1,76,14,197.72,0
13047,2682.01,8,1164,84,335.25125,0
13048,1358.55,3,947,69,452.84999999999997,0
13049,153.78,1,78,7,153.78,0
13050,4505.99,13,2706,210,346.6146153846154,0
13052,348.15000000000003,1,222,18,348.15000000000003,1
13055,1214.41,3,894,74,404.80333333333334,1
13058,47.550000000000004,1,9,3,47.550000000000004,0
13059,183.4,1,35,8,183.4,1
13060,307.53,1,123,15,307.53,1
13061,248.61,1,107,10,248.61,1
13062,346.98,1,343,11,346.98,1
13064,842.33,3,366,37,280.7766666666667,0
13065,205.86,1,74,14,205.86,1
13067,115.46000000000001,1,32,14,115.46000000000001,1
13068,165.0,1,100,1,165.0,0
13069,3870.02,20,5153,250,193.501,0
13070,228.8,1,110,9,228.8,1
13072,177.15,1,69,7,177.15,1
13075,919.61,1,485,22,919.61,1
13077,576.19,3,606,61,192.06333333333336,0
13078,8412.65,17,3118,89,494.8617647058823,0
13079,172.4,3,32,2,57.46666666666667,0
13080,58.08,1,120,6,58.08,1
13081,18870.12,8,12665,424,2358.765,0
13082,3613.63,9,4324,63,401.51444444444445,1
13083,192.39,1,143,14,192.39,0
13085,416.08000000000004,2,216,17,208.04000000000002,1
13089,45585.41,77,25053,557,592.0183116883118,0
13090,4897.02,8,1132,55,612.1275,0
13092,439.75,4,95,15,109.9375,0
13093,7832.47,8,3961,97,979.05875,1
13094,1774.68,11,1572,4,161.33454545454546,0
13097,5472.08,9,2176,212,608.0088888888889,0
13098,17349.76,19,9678,111,913.1452631578946,0
13099,207.35999999999999,1,288,1,207.35999999999999,1
13101,101.19,1,113,8,101.19,1
13102,5292.84,20,3520,119,264.642,0
13104,579.0,4,324,12,144.75,0
13106,76.5,1,18,1,76.5,1
13107,1407.42,3,1193,52,469.14000000000004,0
13108,350.06,1,298,10,350.06,1
13109,369.85,1,260,24,369.85,0
13110,1042.24,5,274,79,208.448,0
13113,10787.06,20,2616,93,539.353,0
13115,878.55,1,621,55,878.55,0
13116,501.14,1,291,30,501.14,1
13117,841.77,7,703,57,120.25285714285714,0
13118,799.7,3,274,40,266.56666666666666,0
13120,30.599999999999998,1,12,1,30.599999999999998,1
13121,283.73,1,252,50,283.73,1
13122,922.39,2,585,54,461.195,1
13124,3756.33,3,2119,185,1252.11,1
13126,1385.98,6,1548,80,230.99666666666667,0
13127,259.17,1,127,15,259.17,1
13130,64.0,1,32,2,64.0,1
13131,772.2,2,281,22,386.1,0
13132,77.3,1,20,3,77.3,1
13133,109.8,2,32,7,54.9,1
13134,1793.58,4,1059,94,448.395,1
13135,3096.0,1,4300,1,3096.0,1
13136,2148.08,4,1037,73,537.02,0
13137,1888.32,5,1169,231,377.664,0
13138,687.89,4,349,29,171.9725,0
13139,3584.56,4,1799,111,896.14,0
13140,422.47,3,185,40,140.82333333333335,1
13141,2388.75,5,1548,113,477.75,1
13144,110.95,1,21,3,110.95,1
13145,499.72,3,121,5,166.57333333333335,0
13147,118.80000000000001,1,24,1,118.80000000000001,0
13148,2766.01,10,1370,173,276.601,0
13149,1132.62,3,884,58,377.53999999999996,0
13151,1257.8700000000001,1,363,73,1257.8700000000001,1
13155,882.5,3,445,62,294.1666666666667,0
13157,873.1999999999999,3,788,32,291.06666666666666,0
13158,1201.06,4,784,59,300.265,1
13159,843.09,2,627,75,421.545,0
13161,112.75,1,29,8,112.75,1
13162,1688.29,4,1713,74,422.0725,1
13165,354.64,1,496,13,354.64,0
13166,417.2,1,216,39,417.2,1
13167,417.55,2,447,33,208.775,0
13168,953.0600000000001,3,545,94,317.68666666666667,0
13169,505.2,1,96,6,505.2,0
13171,140.35,1,53,23,140.35,0
13173,165.94,1,114,23,165.94,0
13174,2030.06,2,926,177,1015.03,0
13178,5156.7300000000005,9,3138,82,572.97,0
13183,3085.5800000000004,7,1804,50,440.7971428571429,0
13184,1471.1,9,1536,121,163.45555555555555,0
13185,71.4,1,12,1,71.4,1
13186,1301.94,2,547,57,650.97,0
13187,236.02,1,95,37,236.02,1
13189,127.0,1,526,18,127.0,0
13192,911.94,2,595,57,455.97,1
13194,60.7,1,26,3,60.7,1
13196,1586.95,2,1059,86,793.475,0
13198,3009.18,5,2369,182,601.836,0
13199,4725.16,21,3651,28,225.00761904761904,0
13200,627.01,2,410,34,313.505,0
13203,309.86,2,274,20,154.93,0
13207,197.52000000000004,1,72,5,197.52000000000004,0
13208,828.8199999999999,4,572,97,207.20499999999998,0
13209,4156.08,5,3255,200,831.216,0
13210,353.48,1,316,22,353.48,1
13211,784.64,2,579,43,392.32,0
13213,963.88,4,478,44,240.97,0
13216,333.74,1,297,5,333.74,1
13217,533.98,3,262,3,177.99333333333334,1
13218,62.63999999999999,1,88,5,62.63999999999999,1
13220,819.2900000000001,4,196,18,204.82250000000002,1
13221,844.86,2,243,61,422.43,1
13223,163.20000000000002,2,88,5,81.60000000000001,1
13224,1212.26,1,665,42,1212.26,0
13225,4299.56,5,2164,15,859.912,0
13226,108.21000000000001,1,80,16,108.21000000000001,1
13227,257.7,1,99,9,257.7,1
13228,358.0,1,200,2,358.0,1
13229,160.95,1,63,10,160.95,1
13230,2195.23,12,1332,302,182.93583333333333,0
13232,1018.45,5,647,128,203.69,0
13233,605.12,2,1004,43,302.56,1
13235,1031.07,1,441,53,1031.07,1
13236,439.23,1,168,21,439.23,0
13238,318.85,2,137,14,159.425,0
13239,329.56,1,327,21,329.56,1
13240,648.7,4,297,58,162.175,1
13242,270.40000000000003,3,130,12,90.13333333333334,1
13243,585.12,1,232,56,585.12,1
13244,121.74000000000001,1,38,27,121.74000000000001,1
13246,1838.51,5,1533,89,367.702,0
13247,305.07,1,203,14,305.07,0
13248,465.68,2,305,25,232.84,1
13249,711.41,3,546,21,237.13666666666666,1
13253,1030.4,2,1572,35,515.2,1
13255,225.7,1,110,6,225.7,0
13258,198.87,1,77,12,198.87,0
13261,944.1,2,210,8,472.05,1
13262,200.29,1,125,11,200.29,1
13263,5120.88,24,2911,365,213.37,0
13265,1787.3,4,1340,53,446.825,0
13266,2841.35,9,3433,62,315.7055555555555,0
13267,3119.34,15,1344,68,207.95600000000002,0
13268,2436.38,7,2773,224,348.05428571428575,0
13269,3340.68,9,2228,146,371.18666666666667,0
13270,590.0,1,200,1,590.0,1
13272,140.96,1,72,8,140.96,0
13273,138.98,1,153,16,138.98,1
13276,137.38,1,20,7,137.38,0
13277,125.9,2,86,4,62.95,0
13279,137.75,1,73,9,137.75,1
13280,798.46,3,518,67,266.15333333333336,1
13282,773.1,2,172,15,386.55,0
13283,25.5,1,30,2,25.5,0
13284,201.19,1,91,13,201.19,1
13285,1970.1,3,1454,122,656.6999999999999,0
13291,361.11,1,233,41,361.11,1
13292,249.57,1,133,14,249.57,0
13294,873.74,2,453,48,436.87,1
13295,201.20000000000002,1,82,10,201.20000000000002,1
13296,87.4,1,78,5,87.4,1
13299,142.5,1,30,5,142.5,1
13300,371.89,1,203,20,371.89,1
13301,600.19,4,343,74,150.0475,1
13302,63.75,1,5,1,63.75,1
13304,300.42,1,238,21,300.42,1
13305,1471.25,8,935,37,183.90625,0
13307,15.0,1,4,1,15.0,1
13308,814.95,1,519,26,814.95,0
13309,928.14,3,878,62,309.38,0
13310,817.65,2,395,50,408.825,0
13311,490.11,1,271,24,490.11,0
13313,918.34,3,487,32,306.11333333333334,0
13314,499.62,1,356,40,499.62,0
13316,4218.76,3,4764,56,1406.2533333333333,0
13317,1313.98,5,500,56,262.796,0
13319,7390.47,19,3197,163,388.9721052631579,0
13320,1532.2,4,1086,77,383.05,1
13321,567.36,2,372,10,283.68,1
13323,120.30000000000001,1,26,5,120.30000000000001,0
13324,6437.83,9,4645,25,715.3144444444445,0
13325,675.3,1,240,12,675.3,1
13327,2738.75,7,1256,60,391.25,0
13328,1308.48,1,680,17,1308.48,1
13329,304.2,1,175,7,304.2,0
13330,1140.93,3,751,37,380.31,1
13334,3502.32,3,1764,207,1167.44,1
13336,795.12,1,559,51,795.12,1
13338,487.02,1,256,19,487.02,1
13339,860.12,1,326,54,860.12,1
13340,9229.54,5,5148,111,1845.9080000000001,0
13341,775.85,1,301,42,775.85,1
13343,353.43,1,135,19,353.43,1
13344,1656.15,1,599,68,1656.15,0
